meter_id,timestamp,consumption_kwh,status
DE_1000,2026-06-01 00:00:00,0.493,valid
DE_1000,2026-06-01 00:15:00,0.491,valid
DE_1000,2026-06-01 00:30:00,0.494,valid
DE_1000,2026-06-01 00:45:00,0.535,valid
DE_1000,2026-06-01 01:00:00,0.469,valid
DE_1000,2026-06-01 01:15:00,0.4,valid
DE_1000,2026-06-01 01:30:00,0.492,valid
DE_1000,2026-06-01 01:45:00,0.462,valid
DE_1000,2026-06-01 02:00:00,0.439,valid
DE_1000,2026-06-01 02:15:00,0.456,valid
DE_1000,2026-06-01 02:30:00,0.462,valid
DE_1000,2026-06-01 02:45:00,0.508,valid
DE_1000,2026-06-01 03:00:00,0.458,valid
DE_1000,2026-06-01 03:15:00,0.431,valid
DE_1000,2026-06-01 03:30:00,0.388,valid
DE_1000,2026-06-01 03:45:00,0.374,valid
DE_1000,2026-06-01 04:00:00,0.412,valid
DE_1000,2026-06-01 04:15:00,0.466,valid
DE_1000,2026-06-01 04:30:00,0.402,valid
DE_1000,2026-06-01 04:45:00,0.395,valid
DE_1000,2026-06-01 05:00:00,0.402,valid
DE_1000,2026-06-01 05:15:00,0.302,valid
DE_1000,2026-06-01 05:30:00,0.359,valid
DE_1000,2026-06-01 05:45:00,0.4,valid
DE_1000,2026-06-01 06:00:00,0.394,valid
DE_1000,2026-06-01 06:15:00,0.338,valid
DE_1000,2026-06-01 06:30:00,0.369,valid
DE_1000,2026-06-01 06:45:00,0.362,valid
DE_1000,2026-06-01 07:00:00,0.364,valid
DE_1000,2026-06-01 07:15:00,0.269,valid
DE_1000,2026-06-01 07:30:00,0.353,valid
DE_1000,2026-06-01 07:45:00,0.249,valid
DE_1000,2026-06-01 08:00:00,0.169,valid
DE_1000,2026-06-01 08:15:00,0.27,valid
DE_1000,2026-06-01 08:45:00,0.344,valid
DE_1000,2026-06-01 09:00:00,0.308,valid
DE_1000,2026-06-01 09:15:00,0.214,valid
DE_1000,2026-06-01 09:30:00,0.317,valid
DE_1000,2026-06-01 09:45:00,0.225,valid
DE_1000,2026-06-01 10:00:00,0.246,valid
DE_1000,2026-06-01 10:15:00,0.235,valid
DE_1000,2026-06-01 10:30:00,0.256,valid
DE_1000,2026-06-01 10:45:00,0.291,valid
DE_1000,2026-06-01 11:00:00,0.257,valid
DE_1000,2026-06-01 11:15:00,0.242,valid
DE_1000,2026-06-01 11:30:00,0.257,valid
DE_1000,2026-06-01 11:45:00,0.249,valid
DE_1000,2026-06-01 12:00:00,0.169,valid
DE_1000,2026-06-01 12:15:00,0.164,valid
DE_1000,2026-06-01 12:30:00,0.177,valid
DE_1000,2026-06-01 12:45:00,0.225,valid
DE_1000,2026-06-01 13:00:00,0.212,valid
DE_1000,2026-06-01 13:15:00,0.342,valid
DE_1000,2026-06-01 13:30:00,0.184,valid
DE_1000,2026-06-01 13:45:00,0.17,valid
DE_1000,2026-06-01 14:00:00,0.288,valid
DE_1000,2026-06-01 14:15:00,0.321,valid
DE_1000,2026-06-01 14:30:00,0.275,valid
DE_1000,2026-06-01 14:45:00,0.292,valid
DE_1000,2026-06-01 15:00:00,0.346,valid
DE_1000,2026-06-01 15:15:00,0.27,valid
DE_1000,2026-06-01 15:30:00,0.204,valid
DE_1000,2026-06-01 15:45:00,0.248,valid
DE_1000,2026-06-01 16:00:00,0.348,valid
DE_1000,2026-06-01 16:15:00,0.228,valid
DE_1000,2026-06-01 16:30:00,0.302,valid
DE_1000,2026-06-01 16:45:00,0.313,valid
DE_1000,2026-06-01 17:00:00,0.309,valid
DE_1000,2026-06-01 17:15:00,0.361,valid
DE_1000,2026-06-01 17:30:00,0.354,valid
DE_1000,2026-06-01 17:45:00,0.441,valid
DE_1000,2026-06-01 18:00:00,0.381,valid
DE_1000,2026-06-01 18:15:00,0.32,valid
DE_1000,2026-06-01 18:30:00,0.322,valid
DE_1000,2026-06-01 18:45:00,0.308,valid
DE_1000,2026-06-01 19:00:00,0.423,valid
DE_1000,2026-06-01 19:15:00,0.347,valid
DE_1000,2026-06-01 19:30:00,0.371,valid
DE_1000,2026-06-01 19:45:00,0.412,valid
DE_1000,2026-06-01 20:00:00,0.364,valid
DE_1000,2026-06-01 20:15:00,0.385,valid
DE_1000,2026-06-01 20:30:00,0.308,valid
DE_1000,2026-06-01 20:45:00,0.346,valid
DE_1000,2026-06-01 21:00:00,0.397,valid
DE_1000,2026-06-01 21:15:00,0.446,valid
DE_1000,2026-06-01 21:30:00,0.485,valid
DE_1000,2026-06-01 21:45:00,0.424,valid
DE_1000,2026-06-01 22:00:00,0.463,valid
DE_1000,2026-06-01 22:15:00,0.458,valid
DE_1000,2026-06-01 22:30:00,0.504,valid
DE_1000,2026-06-01 22:45:00,0.495,valid
DE_1000,2026-06-01 23:00:00,0.489,valid
DE_1000,2026-06-01 23:15:00,0.424,valid
DE_1000,2026-06-01 23:30:00,0.52,valid
DE_1000,2026-06-01 23:45:00,0.494,valid
DE_1000,2026-06-02 00:00:00,0.561,valid
DE_1000,2026-06-02 00:15:00,0.499,valid
DE_1000,2026-06-02 00:30:00,0.598,valid
DE_1000,2026-06-02 00:45:00,0.482,valid
DE_1000,2026-06-02 01:00:00,0.555,valid
DE_1000,2026-06-02 01:15:00,0.481,valid
DE_1000,2026-06-02 01:30:00,0.449,valid
DE_1000,2026-06-02 01:45:00,0.419,valid
DE_1000,2026-06-02 02:00:00,0.442,valid
DE_1000,2026-06-02 02:15:00,0.521,valid
DE_1000,2026-06-02 02:30:00,0.491,valid
DE_1000,2026-06-02 02:45:00,0.484,valid
DE_1000,2026-06-02 03:00:00,0.306,valid
DE_1000,2026-06-02 03:15:00,0.461,valid
DE_1000,2026-06-02 03:30:00,0.453,valid
DE_1000,2026-06-02 03:45:00,0.398,valid
DE_1000,2026-06-02 04:00:00,0.369,valid
DE_1000,2026-06-02 04:15:00,0.4,valid
DE_1000,2026-06-02 04:30:00,0.486,valid
DE_1000,2026-06-02 04:45:00,0.347,valid
DE_1000,2026-06-02 05:00:00,0.354,valid
DE_1000,2026-06-02 05:15:00,0.443,valid
DE_1000,2026-06-02 05:30:00,0.353,valid
DE_1000,2026-06-02 06:00:00,0.355,valid
DE_1000,2026-06-02 06:15:00,0.288,valid
DE_1000,2026-06-02 06:30:00,0.361,valid
DE_1000,2026-06-02 06:45:00,0.29,valid
DE_1000,2026-06-02 07:00:00,0.369,valid
DE_1000,2026-06-02 07:15:00,0.325,valid
DE_1000,2026-06-02 07:30:00,0.439,valid
DE_1000,2026-06-02 07:45:00,0.339,valid
DE_1000,2026-06-02 08:00:00,0.368,valid
DE_1000,2026-06-02 08:15:00,0.235,valid
DE_1000,2026-06-02 08:30:00,0.294,valid
DE_1000,2026-06-02 08:45:00,0.316,valid
DE_1000,2026-06-02 09:00:00,0.362,valid
DE_1000,2026-06-02 09:15:00,0.191,valid
DE_1000,2026-06-02 09:30:00,0.325,valid
DE_1000,2026-06-02 09:45:00,0.305,valid
DE_1000,2026-06-02 10:00:00,0.327,valid
DE_1000,2026-06-02 10:15:00,0.286,valid
DE_1000,2026-06-02 10:30:00,0.253,valid
DE_1000,2026-06-02 10:45:00,0.224,valid
DE_1000,2026-06-02 11:00:00,0.163,valid
DE_1000,2026-06-02 11:15:00,0.235,valid
DE_1000,2026-06-02 11:30:00,0.215,valid
DE_1000,2026-06-02 11:45:00,0.326,valid
DE_1000,2026-06-02 12:00:00,0.169,valid
DE_1000,2026-06-02 12:15:00,0.216,valid
DE_1000,2026-06-02 12:30:00,0.122,valid
DE_1000,2026-06-02 12:45:00,0.18,valid
DE_1000,2026-06-02 13:00:00,0.238,valid
DE_1000,2026-06-02 13:15:00,0.266,valid
DE_1000,2026-06-02 13:30:00,0.297,valid
DE_1000,2026-06-02 13:45:00,0.223,valid
DE_1000,2026-06-02 14:00:00,0.194,valid
DE_1000,2026-06-02 14:15:00,0.273,valid
DE_1000,2026-06-02 14:30:00,0.276,valid
DE_1000,2026-06-02 14:45:00,0.275,valid
DE_1000,2026-06-02 15:00:00,0.24,valid
DE_1000,2026-06-02 15:15:00,0.332,valid
DE_1000,2026-06-02 15:30:00,0.279,valid
DE_1000,2026-06-02 15:45:00,0.31,valid
DE_1000,2026-06-02 16:00:00,0.364,valid
DE_1000,2026-06-02 16:15:00,0.33,valid
DE_1000,2026-06-02 16:30:00,0.314,valid
DE_1000,2026-06-02 16:45:00,0.408,valid
DE_1000,2026-06-02 17:00:00,0.337,valid
DE_1000,2026-06-02 17:15:00,0.31,valid
DE_1000,2026-06-02 17:30:00,0.331,valid
DE_1000,2026-06-02 17:45:00,0.399,valid
DE_1000,2026-06-02 18:00:00,0.356,valid
DE_1000,2026-06-02 18:15:00,0.376,valid
DE_1000,2026-06-02 18:30:00,0.41,valid
DE_1000,2026-06-02 18:45:00,0.324,valid
DE_1000,2026-06-02 19:00:00,0.289,valid
DE_1000,2026-06-02 19:15:00,0.39,valid
DE_1000,2026-06-02 19:30:00,0.386,valid
DE_1000,2026-06-02 19:45:00,0.345,valid
DE_1000,2026-06-02 20:00:00,0.444,valid
DE_1000,2026-06-02 20:15:00,0.43,valid
DE_1000,2026-06-02 20:30:00,0.35,valid
DE_1000,2026-06-02 20:45:00,0.426,valid
DE_1000,2026-06-02 21:00:00,0.415,valid
DE_1000,2026-06-02 21:15:00,0.351,valid
DE_1000,2026-06-02 21:30:00,0.448,valid
DE_1000,2026-06-02 21:45:00,0.423,valid
DE_1000,2026-06-02 22:00:00,0.413,valid
DE_1000,2026-06-02 22:15:00,0.476,valid
DE_1000,2026-06-02 22:30:00,0.474,valid
DE_1000,2026-06-02 22:45:00,0.421,valid
DE_1000,2026-06-02 23:00:00,0.495,valid
DE_1000,2026-06-02 23:15:00,0.526,valid
DE_1000,2026-06-02 23:30:00,0.439,valid
DE_1000,2026-06-02 23:45:00,0.494,valid
DE_1000,2026-06-03 00:00:00,0.5,valid
DE_1000,2026-06-03 00:15:00,0.613,valid
DE_1000,2026-06-03 00:30:00,0.407,valid
DE_1000,2026-06-03 00:45:00,0.535,valid
DE_1000,2026-06-03 01:00:00,0.46,valid
DE_1000,2026-06-03 01:15:00,0.47,valid
DE_1000,2026-06-03 01:30:00,0.57,valid
DE_1000,2026-06-03 01:45:00,0.475,valid
DE_1000,2026-06-03 02:00:00,0.562,valid
DE_1000,2026-06-03 02:15:00,0.428,valid
DE_1000,2026-06-03 02:30:00,0.468,valid
DE_1000,2026-06-03 02:45:00,0.425,valid
DE_1000,2026-06-03 03:00:00,0.39,valid
DE_1000,2026-06-03 03:15:00,0.428,valid
DE_1000,2026-06-03 03:30:00,0.411,valid
DE_1000,2026-06-03 03:45:00,0.435,valid
DE_1000,2026-06-03 04:00:00,0.295,valid
DE_1000,2026-06-03 04:15:00,0.5,valid
DE_1000,2026-06-03 04:30:00,0.392,valid
DE_1000,2026-06-03 04:45:00,0.487,valid
DE_1000,2026-06-03 05:00:00,0.325,valid
DE_1000,2026-06-03 05:15:00,0.39,valid
DE_1000,2026-06-03 05:30:00,0.533,valid
DE_1000,2026-06-03 05:45:00,0.332,valid
DE_1000,2026-06-03 06:00:00,0.275,valid
DE_1000,2026-06-03 06:15:00,0.323,valid
DE_1000,2026-06-03 06:45:00,0.385,valid
DE_1000,2026-06-03 07:00:00,0.39,valid
DE_1000,2026-06-03 07:15:00,0.312,valid
DE_1000,2026-06-03 07:30:00,0.245,valid
DE_1000,2026-06-03 07:45:00,0.303,valid
DE_1000,2026-06-03 08:00:00,0.362,valid
DE_1000,2026-06-03 08:15:00,0.323,valid
DE_1000,2026-06-03 08:30:00,0.202,valid
DE_1000,2026-06-03 08:45:00,0.298,valid
DE_1000,2026-06-03 09:00:00,0.345,valid
DE_1000,2026-06-03 09:15:00,0.381,valid
DE_1000,2026-06-03 09:30:00,0.303,valid
DE_1000,2026-06-03 09:45:00,0.29,valid
DE_1000,2026-06-03 10:00:00,0.188,valid
DE_1000,2026-06-03 10:15:00,0.208,valid
DE_1000,2026-06-03 10:30:00,0.252,valid
DE_1000,2026-06-03 10:45:00,0.275,valid
DE_1000,2026-06-03 11:00:00,0.254,valid
DE_1000,2026-06-03 11:15:00,0.201,valid
DE_1000,2026-06-03 11:30:00,0.167,valid
DE_1000,2026-06-03 11:45:00,0.186,valid
DE_1000,2026-06-03 12:00:00,0.142,valid
DE_1000,2026-06-03 12:15:00,0.232,valid
DE_1000,2026-06-03 12:30:00,0.084,valid
DE_1000,2026-06-03 12:45:00,0.183,valid
DE_1000,2026-06-03 13:00:00,0.247,valid
DE_1000,2026-06-03 13:15:00,0.301,valid
DE_1000,2026-06-03 13:30:00,0.229,valid
DE_1000,2026-06-03 13:45:00,0.275,valid
DE_1000,2026-06-03 14:00:00,0.23,valid
DE_1000,2026-06-03 14:15:00,0.213,valid
DE_1000,2026-06-03 14:30:00,0.216,valid
DE_1000,2026-06-03 14:45:00,0.326,valid
DE_1000,2026-06-03 15:00:00,0.325,valid
DE_1000,2026-06-03 15:15:00,0.299,valid
DE_1000,2026-06-03 15:30:00,0.442,valid
DE_1000,2026-06-03 15:45:00,0.273,valid
DE_1000,2026-06-03 16:00:00,0.331,valid
DE_1000,2026-06-03 16:15:00,0.315,valid
DE_1000,2026-06-03 16:30:00,0.289,valid
DE_1000,2026-06-03 16:45:00,0.416,valid
DE_1000,2026-06-03 17:00:00,0.4,valid
DE_1000,2026-06-03 17:15:00,0.255,valid
DE_1000,2026-06-03 17:30:00,0.305,valid
DE_1000,2026-06-03 17:45:00,0.346,valid
DE_1000,2026-06-03 18:00:00,0.389,valid
DE_1000,2026-06-03 18:15:00,0.283,valid
DE_1000,2026-06-03 18:30:00,0.237,valid
DE_1000,2026-06-03 18:45:00,0.255,valid
DE_1000,2026-06-03 19:00:00,0.371,valid
DE_1000,2026-06-03 19:15:00,0.37,valid
DE_1000,2026-06-03 19:30:00,0.392,valid
DE_1000,2026-06-03 19:45:00,0.337,valid
DE_1000,2026-06-03 20:00:00,0.339,valid
DE_1000,2026-06-03 20:15:00,0.299,valid
DE_1000,2026-06-03 20:30:00,0.416,valid
DE_1000,2026-06-03 20:45:00,0.419,valid
DE_1000,2026-06-03 21:00:00,0.475,valid
DE_1000,2026-06-03 21:15:00,0.465,valid
DE_1000,2026-06-03 21:30:00,0.415,valid
DE_1000,2026-06-03 21:45:00,0.492,valid
DE_1000,2026-06-03 22:00:00,0.443,valid
DE_1000,2026-06-03 22:15:00,0.417,valid
DE_1000,2026-06-03 22:30:00,0.424,valid
DE_1000,2026-06-03 22:45:00,0.421,valid
DE_1000,2026-06-03 23:00:00,0.367,valid
DE_1000,2026-06-03 23:15:00,0.483,valid
DE_1000,2026-06-03 23:30:00,0.487,valid
DE_1000,2026-06-03 23:45:00,0.457,valid
DE_1000,2026-06-04 00:00:00,0.464,valid
DE_1000,2026-06-04 00:15:00,0.519,valid
DE_1000,2026-06-04 00:30:00,0.586,valid
DE_1000,2026-06-04 00:45:00,0.502,valid
DE_1000,2026-06-04 01:00:00,0.45,valid
DE_1000,2026-06-04 01:15:00,0.445,valid
DE_1000,2026-06-04 01:30:00,0.472,valid
DE_1000,2026-06-04 01:45:00,0.412,valid
DE_1000,2026-06-04 02:00:00,0.444,valid
DE_1000,2026-06-04 02:15:00,0.453,valid
DE_1000,2026-06-04 02:30:00,0.542,valid
DE_1000,2026-06-04 02:45:00,0.497,valid
DE_1000,2026-06-04 03:00:00,0.477,valid
DE_1000,2026-06-04 03:15:00,0.389,valid
DE_1000,2026-06-04 03:30:00,0.458,valid
DE_1000,2026-06-04 03:45:00,0.368,valid
DE_1000,2026-06-04 04:00:00,0.416,valid
DE_1000,2026-06-04 04:15:00,0.421,valid
DE_1000,2026-06-04 04:30:00,0.362,valid
DE_1000,2026-06-04 04:45:00,0.5,valid
DE_1000,2026-06-04 05:00:00,0.403,valid
DE_1000,2026-06-04 05:15:00,0.28,valid
DE_1000,2026-06-04 05:30:00,0.403,valid
DE_1000,2026-06-04 05:45:00,0.355,valid
DE_1000,2026-06-04 06:00:00,0.35,valid
DE_1000,2026-06-04 06:15:00,0.373,valid
DE_1000,2026-06-04 06:30:00,0.37,valid
DE_1000,2026-06-04 06:45:00,0.248,valid
