meter_id,timestamp,consumption_kwh,status,quality_status
DE_1000,2026-06-01 00:00:00,0.225,valid,valid
DE_1000,2026-06-01 00:15:00,0.193,valid,valid
DE_1000,2026-06-01 00:30:00,0.232,valid,valid
DE_1000,2026-06-01 00:45:00,0.276,valid,valid
DE_1000,2026-06-01 01:00:00,0.266,valid,valid
DE_1000,2026-06-01 01:15:00,0.266,valid,valid
DE_1000,2026-06-01 01:30:00,0.357,valid,valid
DE_1000,2026-06-01 01:45:00,0.316,valid,valid
DE_1000,2026-06-01 02:00:00,0.327,valid,valid
DE_1000,2026-06-01 02:15:00,0.377,valid,valid
DE_1000,2026-06-01 02:30:00,0.327,valid,valid
DE_1000,2026-06-01 02:45:00,0.327,valid,valid
DE_1000,2026-06-01 03:00:00,0.424,valid,valid
DE_1000,2026-06-01 03:15:00,0.316,valid,valid
DE_1000,2026-06-01 03:30:00,0.326,valid,valid
DE_1000,2026-06-01 03:45:00,0.384,valid,valid
DE_1000,2026-06-01 04:00:00,0.409,valid,valid
DE_1000,2026-06-01 04:15:00,0.476,valid,valid
DE_1000,2026-06-01 04:30:00,0.414,valid,valid
DE_1000,2026-06-01 04:45:00,0.389,valid,valid
DE_1000,2026-06-01 05:00:00,0.563,valid,valid
DE_1000,2026-06-01 05:15:00,0.478,valid,valid
DE_1000,2026-06-01 05:30:00,0.493,valid,valid
DE_1000,2026-06-01 05:45:00,0.419,valid,valid
DE_1000,2026-06-01 06:00:00,0.473,valid,valid
DE_1000,2026-06-01 06:15:00,0.506,valid,valid
DE_1000,2026-06-01 06:30:00,0.442,valid,valid
DE_1000,2026-06-01 06:45:00,0.519,valid,valid
DE_1000,2026-06-01 07:00:00,0.46,valid,valid
DE_1000,2026-06-01 07:15:00,0.475,valid,valid
DE_1000,2026-06-01 07:30:00,0.46,valid,valid
DE_1000,2026-06-01 07:45:00,0.582,valid,valid
DE_1000,2026-06-01 08:00:00,0.459,valid,valid
DE_1000,2026-06-01 08:15:00,0.407,valid,valid
DE_1000,2026-06-01 08:45:00,0.399,valid,valid
DE_1000,2026-06-01 09:00:00,0.423,valid,valid
DE_1000,2026-06-01 09:15:00,0.314,valid,valid
DE_1000,2026-06-01 09:30:00,0.346,valid,valid
DE_1000,2026-06-01 09:45:00,0.422,valid,valid
DE_1000,2026-06-01 10:00:00,0.387,valid,valid
DE_1000,2026-06-01 10:15:00,0.359,valid,valid
DE_1000,2026-06-01 10:30:00,0.344,valid,valid
DE_1000,2026-06-01 10:45:00,0.335,valid,valid
DE_1000,2026-06-01 11:00:00,0.204,valid,valid
DE_1000,2026-06-01 11:15:00,0.242,valid,valid
DE_1000,2026-06-01 11:30:00,0.255,valid,valid
DE_1000,2026-06-01 11:45:00,0.331,valid,valid
DE_1000,2026-06-01 12:00:00,0.217,valid,valid
DE_1000,2026-06-01 12:15:00,0.112,valid,valid
DE_1000,2026-06-01 12:30:00,0.216,valid,valid
DE_1000,2026-06-01 12:45:00,0.181,valid,valid
DE_1000,2026-06-01 13:00:00,0.089,valid,valid
DE_1000,2026-06-01 13:15:00,0.153,valid,valid
DE_1000,2026-06-01 13:30:00,0.174,valid,valid
DE_1000,2026-06-01 13:45:00,0.169,valid,valid
DE_1000,2026-06-01 14:00:00,0.01,valid,valid
DE_1000,2026-06-01 14:15:00,0.035,valid,valid
DE_1000,2026-06-01 14:30:00,0.067,valid,valid
DE_1000,2026-06-01 14:45:00,0.099,valid,valid
DE_1000,2026-06-01 15:00:00,0.01,valid,valid
DE_1000,2026-06-01 15:15:00,0.01,valid,valid
DE_1000,2026-06-01 15:30:00,0.01,valid,valid
DE_1000,2026-06-01 15:45:00,0.01,valid,valid
DE_1000,2026-06-01 16:00:00,0.01,valid,valid
DE_1000,2026-06-01 16:15:00,0.01,valid,valid
DE_1000,2026-06-01 16:30:00,0.01,valid,valid
DE_1000,2026-06-01 16:45:00,0.01,valid,valid
DE_1000,2026-06-01 17:00:00,0.01,valid,valid
DE_1000,2026-06-01 17:15:00,0.01,valid,valid
DE_1000,2026-06-01 17:30:00,0.01,valid,valid
DE_1000,2026-06-01 17:45:00,0.01,valid,valid
DE_1000,2026-06-01 18:00:00,0.01,valid,valid
DE_1000,2026-06-01 18:15:00,0.01,valid,valid
DE_1000,2026-06-01 18:30:00,0.01,valid,valid
DE_1000,2026-06-01 18:45:00,0.01,valid,valid
DE_1000,2026-06-01 19:00:00,0.01,valid,valid
DE_1000,2026-06-01 19:15:00,0.01,valid,valid
DE_1000,2026-06-01 19:30:00,0.01,valid,valid
DE_1000,2026-06-01 19:45:00,0.01,valid,valid
DE_1000,2026-06-01 20:00:00,0.01,valid,valid
DE_1000,2026-06-01 20:15:00,0.01,valid,valid
DE_1000,2026-06-01 20:30:00,0.014,valid,valid
DE_1000,2026-06-01 20:45:00,0.01,valid,valid
DE_1000,2026-06-01 21:00:00,0.01,valid,valid
DE_1000,2026-06-01 21:15:00,0.01,valid,valid
DE_1000,2026-06-01 21:30:00,0.034,valid,valid
DE_1000,2026-06-01 21:45:00,0.01,valid,valid
DE_1000,2026-06-01 22:00:00,0.024,valid,valid
DE_1000,2026-06-01 22:15:00,0.076,valid,valid
DE_1000,2026-06-01 22:30:00,0.055,valid,valid
DE_1000,2026-06-01 22:45:00,0.098,valid,valid
DE_1000,2026-06-01 23:00:00,0.087,valid,valid
DE_1000,2026-06-01 23:15:00,0.106,valid,valid
DE_1000,2026-06-01 23:30:00,0.103,valid,valid
DE_1000,2026-06-01 23:45:00,0.049,valid,valid
DE_1000,2026-06-02 00:00:00,0.215,valid,valid
DE_1000,2026-06-02 00:15:00,0.213,valid,valid
DE_1000,2026-06-02 00:30:00,0.2,valid,valid
DE_1000,2026-06-02 00:45:00,0.188,valid,valid
DE_1000,2026-06-02 01:00:00,0.207,valid,valid
DE_1000,2026-06-02 01:15:00,0.257,valid,valid
DE_1000,2026-06-02 01:30:00,0.261,valid,valid
DE_1000,2026-06-02 01:45:00,0.238,valid,valid
DE_1000,2026-06-02 02:00:00,0.342,valid,valid
DE_1000,2026-06-02 02:15:00,0.37,valid,valid
DE_1000,2026-06-02 02:30:00,0.444,valid,valid
DE_1000,2026-06-02 02:45:00,0.359,valid,valid
DE_1000,2026-06-02 03:00:00,0.425,valid,valid
DE_1000,2026-06-02 03:15:00,0.408,valid,valid
DE_1000,2026-06-02 03:30:00,0.316,valid,valid
DE_1000,2026-06-02 03:45:00,0.411,valid,valid
DE_1000,2026-06-02 04:00:00,0.463,valid,valid
DE_1000,2026-06-02 04:15:00,0.583,valid,valid
DE_1000,2026-06-02 04:30:00,0.45,valid,valid
DE_1000,2026-06-02 04:45:00,0.475,valid,valid
DE_1000,2026-06-02 05:00:00,0.488,valid,valid
DE_1000,2026-06-02 05:15:00,0.431,valid,valid
DE_1000,2026-06-02 05:30:00,0.547,valid,valid
DE_1000,2026-06-02 06:00:00,0.54,valid,valid
DE_1000,2026-06-02 06:15:00,0.455,valid,valid
DE_1000,2026-06-02 06:30:00,0.57,valid,valid
DE_1000,2026-06-02 06:45:00,0.43,valid,valid
DE_1000,2026-06-02 07:00:00,0.519,valid,valid
DE_1000,2026-06-02 07:15:00,0.599,valid,valid
DE_1000,2026-06-02 07:30:00,0.44,valid,valid
DE_1000,2026-06-02 07:45:00,0.461,valid,valid
